Term 1	Term 2	Total Frequency	# of Projects Appearing In	In WordNet?
restore	configure	1	1	false
render	skip	1	1	false
negate	reverse	1	1	false
quit	leaf	1	1	false
load	delegate	1	1	false
merge	gather	1	1	false
release	notify	1	1	false
realize	unmarshal	1	1	false
prepare	resolve	1	1	false
match	apply	1	1	false
store	retrieve	1	1	false
load	validate	1	1	false
update	analyze	1	1	false
refresh	verify	1	1	false
store	intantiate	1	1	false
initialize	cleanup	1	1	false
renew	delegate	1	1	false
update	lastupdate	1	1	false
pop	string	1	1	false
mark	call	1	1	false
detect	trigger	1	1	false
produce	invoke	1	1	false
remove	avoid	1	1	false
request	compute	1	1	false
delete	avoid	1	1	false
wait	facilitate	1	1	false
notify	poke	1	1	false
wait	need	1	1	false
tag	flip	1	1	false
process	Gain-Change	1	1	false
verify	debug	1	1	false
find	expose	1	1	false
read	copy	1	1	false
process	encrypt	1	1	false
transform	hash	1	1	false
interrupt	toggle	1	1	false
store	force	1	1	false
new	include	1	1	false
usk	convert	1	1	false
decompose	dump	1	1	false
intern	optimize	1	1	false
route	deal	1	1	false
try	start	1	1	false
announce	tell	1	1	true
detect	combine	1	1	false
read	ask	1	1	false
force	succeed	1	1	false
undo	task	1	1	false
search	task	1	1	false
increase	last	1	1	false
remove	reference	1	1	false
add	reference	1	1	false
ensure	fire	1	1	false
connect	resolve	1	1	false
glue	find	1	1	false
awake	interrupt	1	1	false
close	cllose	1	1	false
connect	Non-blocking	1	1	false
disconnect	Non-blocking	1	1	false
swing	create	1	1	false
update	overwrite	1	1	false
convert	map	1	1	false
load	eine	1	1	false
stop	action	1	1	false
read	treat	1	1	false
reset	message	1	1	false
reset	nullify	1	1	false
copy	allow	1	1	false
scan	create	1	1	false
assemble	compose	1	1	false
call	fetch	1	1	false
refresh	execute	1	1	false
update	reorder	1	1	false
refresh	build	1	1	false
close	advise	1	1	false
close	tidy	1	1	false
cancel	default	1	1	false
clone	bog	1	1	false
encode	provide	1	1	false
adjust	recalculate	1	1	false
veto	disallow	1	1	true
stabilize	stabalize	1	1	false
init	move	1	1	false
insert	note	1	1	false
init	initiaize	1	1	false
roll	iterate	1	1	false
roll	save	1	1	false
roll	start	1	1	false
add	go	1	1	false
clone	point	1	1	false
validate	scan	1	1	false
fire	prevent	1	1	false
update	react	1	1	false
party	save	1	1	false
party	load	1	1	false
feat	update	1	1	false
refresh	re-applies	1	1	false
hide	ensure	1	1	false
rename	process	1	1	false
initialize	delegate	1	1	false
sel	selecte	1	1	false
find	prompt	1	1	false
output	process	1	1	false
rebuild	force	1	1	false
add	memorize	1	1	false
handle	flip	1	1	false
strip	make	1	1	false
init	author	1	1	false
retain	ensure	1	1	false
str	generate	1	1	false
report	list	1	1	false
clear	zap	1	1	false
initialise	crreate	1	1	false
make	withdraw	1	1	false
start	display	1	1	false
store	cache	1	1	false
update	synchronise	1	1	false
show	visualize	1	1	false
enable	remove	1	1	false
disable	precede	1	1	false
enable	precede	1	1	false
publish	initiate	1	1	false
pretend	decorate	1	1	false
install	give	1	1	false
save	recreate	1	1	false
refresh	re-draw	1	1	false
advance	decrement	1	1	false
consume	exist	1	1	false
bind	establish	1	1	false
garbage	invoke	1	1	false
save	schedule	1	1	false
publish	broadcast	1	1	false
read	long	1	1	false
synchronize	prime	1	1	false
transact	force	1	1	false
spy	create	1	1	false
mark	parse	1	1	false
handle	receive	1	1	false
try	note	1	1	false
disconnect	kill	1	1	false
unlink	parse	1	1	false
throw	verify	1	1	false
init	reinitialise	1	1	false
parse	tokenize	1	1	false
converge	merge	1	1	true
ignore	disable	1	1	false
flat	convert	1	1	false
bundle	specify	1	1	false
bundle	remove	1	1	false
make	zip	1	1	false
manifest	create	1	1	false
register	ensure	1	1	false
bundle	notify	1	1	false
visit	make	1	1	false
try	resolve	1	1	false
create	Low-level	1	1	false
flush	announce	1	1	false
pose	prevent	1	1	false
execute	require	1	1	false
finalize	hook	1	1	false
process	core	1	1	false
pad	add	1	1	false
discard	clean	1	1	false
accept	send	1	1	false
dispatch	provide	1	1	false
bind	specify	1	1	false
dereference	de-reference	1	1	false
pop	want	1	1	false
dereference	fix	1	1	false
constrain	ensure	1	1	false
beep	designate	1	1	false
conceal	hide	1	1	true
ignore	shut	1	1	false
parse	fish	1	1	false
hide	ignore	1	1	false
hide	extend	1	1	false
hide	render	1	1	false
change	alter	1	1	true
redraw	note	1	1	false
beep	alert	1	1	false
rewind	stop	1	1	false
evaluate	survive	1	1	false
sweep	housekeep	1	1	false
new	sub-query	1	1	false
post	flush	1	1	false
populate	bring	1	1	false
suspend	tell	1	1	false
determine	hit	1	1	false
build	subclass	1	1	false
maximize	apply	1	1	false
minimize	apply	1	1	false
instantiate	populate	1	1	false
clear	Package-protected	1	1	false
sort	order	1	1	false
validate	detail	1	1	false
cold	mark	1	1	false
post	calculate	1	1	false
align	validate	1	1	false
find	populate	1	1	false
apply	give	1	1	true
pre	Pre-process	1	1	false
process	mock	1	1	false
think	sleep	1	1	false
discard	drain	1	1	false
can	add	1	1	false
apply	place	1	1	false
pop	navigate	1	1	false
delete	send	1	1	false
channel	request	1	1	false
exclude	pick	1	1	false
install	launch	1	1	false
compute	total	1	1	false
develop	create	1	1	true
advance	change	1	1	false
refresh	apply	1	1	false
negotiate	setup	1	1	false
ctor	list	1	1	false
segment	retrieve	1	1	false
comment	appear	1	1	false
interface	list	1	1	false
apply	note	1	1	false
localize	define	1	1	false
issue	throw	1	1	false
issue	ensure	1	1	false
prototype	define	1	1	false
find	decrypt	1	1	false
compute	size	1	1	false
show	allow	1	1	false
tear	sleep	1	1	false
finalize	protect	1	1	false
process	want	1	1	false
cal	calculate	1	1	false
retrieve	support	1	1	false
just	accept	1	1	false
reset	mail	1	1	false
process	gather	1	1	false
process	erase	1	1	false
process	construct	1	1	false
process	control	1	1	false
save	extract	1	1	false
process	bulk	1	1	false
import	grab	1	1	false
import	take	1	1	false
append	trim	1	1	false
flag	clear	1	1	false
new	finish	1	1	false
cancel	allow	1	1	false
process	redirect	1	1	false
await	start	1	1	false
detect	look	1	1	false
init	detect	1	1	false
initialise	establish	1	1	false
connect	allow	1	1	false
delete	setup	1	1	false
initialise	install	1	1	false
pre	pass	1	1	false
go	enable	1	1	false
wipe	make	1	1	false
resolve	open	1	1	false
pick	open	1	1	false
init	replace	1	1	false
init	concrete	1	1	false
populate	expose	1	1	false
tear	prevent	1	1	false
flush	delegate	1	1	false
force	indicate	1	1	false
bean	map	1	1	false
reconcile	prefer	1	1	false
fresh	retrieve	1	1	false
fresh	obtain	1	1	false
determine	duplicate	1	1	false
build	look	1	1	false
invoke	give	1	1	false
compile	assume	1	1	false
stop	proceeds	1	1	false
start	proceeds	1	1	false
establish	override	1	1	false
scan	Spring-based	1	1	false
fire	generate	1	1	false
spawn	indicate	1	1	false
init	level	1	1	false
abort	deactivate	1	1	false
define	switch	1	1	false
flush	package	1	1	false
ssl	last	1	1	false
expand	populate	1	1	false
reset	retry	1	1	false
increase	retry	1	1	false
close	package	1	1	false
trigger	time	1	1	false
resume	inform	1	1	false
pause	inform	1	1	false
gl	destroy	1	1	false
flash	retrieve	1	1	false
halt	handle	1	1	false
east	create	1	1	false
restart	end	1	1	false
suppress	avoid	1	1	false
reset	rset	1	1	false
cancel	throw	1	1	false
scroll	ensure	1	1	false
build	derive	1	1	false
build	prefix	1	1	false
build	infix	1	1	false
pop	flush	1	1	false
localize	prepare	1	1	false
put	append	1	1	false
handle	reap	1	1	false
welcome	select	1	1	false
refresh	destroy	1	1	false
poison	add	1	1	false
steal	close	1	1	false
poll	obtain	1	1	false
unregister	drop	1	1	false
select	limit	1	1	true
read	mark	1	1	false
return	convert	1	1	false
release	tidy	1	1	false
fix	need	1	1	false
tag	calculate	1	1	false
fetch	introduce	1	1	false
open	access	1	1	false
shut	reinitialize	1	1	false
release	copy	1	1	false
compute	estimater	1	1	false
normalize	modify	1	1	true
average	find	1	1	false
revive	start	1	1	false
initialize	empty	1	1	false
send	compile	1	1	false
hover	order	1	1	false
revise	core	1	1	false
compute	override	1	1	false
compute	clip	1	1	false
process	finish	1	1	false
flush	generate	1	1	false
post	push	1	1	false
compact	trigger	1	1	false
design	provide	1	1	false
share	download	1	1	false
choke	want	1	1	false
restart	detach	1	1	false
instrument	prepare	1	1	false
activate	calculate	1	1	false
put	generate	1	1	false
delete	generate	1	1	false
open	empty	1	1	false
open	bring	1	1	false
resize	bring	1	1	false
clean	loop	1	1	false
resurrect	bring	1	1	false
realign	make	1	1	false
flush	work	1	1	false
flush	influence	1	1	false
signal	choose	1	1	false
load	lock	1	1	false
pick	display	1	1	false
submit	dispatch	1	1	false
load	dispatch	1	1	false
start	contain	1	1	false
id	list	1	1	false
scan	collect	1	1	false
recover	handle	1	1	false
cancel	single	1	1	false
deposit	display	1	1	false
prepare	scan	1	1	false
make	break	1	1	false
make	detect	1	1	false
find	initialise	1	1	false
clear	saferelease	1	1	false
attach	lookup	1	1	false
dispose	unus	1	1	false
truncate	extract	1	1	false
free	approximate	1	1	false
show	tell	1	1	false
update	size	1	1	false
reset	keep	1	1	false
ensure	adapt	1	1	false
update	translate	1	1	false
freeze	update	1	1	false
pick	process	1	1	false
update	reevaluate	1	1	false
debug	find	1	1	false
evaluate	array	1	1	false
reciprocate	result	1	1	false
recompute	make	1	1	false
level	access	1	1	false
try	obtain	1	1	false
finalize	notify	1	1	false
update	randomize	1	1	false
clear	exist	1	1	false
toggle	open	1	1	false
cycle	send	1	1	false
delete	notify	1	1	false
simulate	die	1	1	false
build	die	1	1	false
reset	display	1	1	false
reshow	display	1	1	false
ask	present	1	1	false
evaluate	re-evaluate	1	1	false
optimise	find	1	1	false
show	frame	1	1	false
validate	mark	1	1	false
reverse	retrun	1	1	false
close	generate	1	1	false
start	contact	1	1	false
create	file	1	1	false
connect	call	1	1	false
execute	shell	1	1	false
restart	invoke	1	1	false
ticket	generate	1	1	false
equal	equalize	1	1	true
execute	want	1	1	false
detect	help	1	1	false
tel	initialize	1	1	false
activate	assert	1	1	false
build	wrap	1	1	false
unregister	detach	1	1	false
optimize	start	1	1	false
install	contain	1	1	false
load	dereference	1	1	false
bug	count	1	1	false
have	select	1	1	false
pick	find	1	1	false
transmit	save	1	1	false
del	maintainthe	1	1	false
build	place	1	1	false
press	select	1	1	false
toggle	click	1	1	false
activate	switch	1	1	false
update	scale	1	1	false
export	expose	1	1	false
init	purge	1	1	false
execute	extract	1	1	false
bite	extract	1	1	false
bit	represent	1	1	false
calculate	loop	1	1	false
remark	provide	1	1	false
calculate	detect	1	1	false
terminate	send	1	1	false
clear	reduce	1	1	false
parse	count	1	1	false
detach	disassociate	1	1	false
grav	compute	1	1	false
expand	initiate	1	1	false
reduce	initiate	1	1	false
pre	replace	1	1	false
init	dummy	1	1	false
load	general	1	1	false
apply	initiate	1	1	false
suspend	request	1	1	false
enter	establish	1	1	false
stick	compute	1	1	false
compute	work	1	1	false
fetch	add	1	1	false
configure	parse	1	1	false
ignore	indicate	1	1	false
execute	flush	1	1	false
match	specify	1	1	false
ignore	specify	1	1	false
new	commit	1	1	false
ready	signal	1	1	false
describe	describecontent	1	1	false
invalidate	discard	1	1	false
iterate	define	1	1	false
stable	stabilize	1	1	false
reassemble	examine	1	1	false
simplify	sort	1	1	false
refresh	show	1	1	false
calculate	fill	1	1	false
close	connect	1	1	false
unmap	disable	1	1	false
apply	applie	1	1	false
save	restore	1	1	false
drop	destroy	1	1	false
reset	shut	1	1	false
find	match	1	1	false
detect	pass	1	1	false
estimate	create	1	1	false
solve	reduce	1	1	false
detect	process	1	1	false
create	refer	1	1	false
normalize	compare	1	1	false
normalize	handle	1	1	false
feature	give	1	1	false
spawn	request	1	1	false
spawn	take	1	1	false
update	exist	1	1	false
rotate	create	1	1	false
select	initial	1	1	false
compute	pick	1	1	false
know	compare	1	1	false
copy	search	1	1	false
perform	point	1	1	false
connect	see	1	1	false
extract	search	1	1	false
compare	see	1	1	false
generate	see	1	1	false
da	see	1	1	false
transform	see	1	1	false
process	estimate	1	1	false
convert	predeclare	1	1	false
recycle	ensure	1	1	false
process	spawn	1	1	false
process	see	1	1	false
render	redraw	1	1	false
perform	see	1	1	false
handle	lower	1	1	false
update	center	1	1	false
extract	format	1	1	false
rescale	disable	1	1	false
nn	action	1	1	false
make	monitor	1	1	false
dot	configure	1	1	false
normalize	change	1	1	true
cull	stop	1	1	false
rerun	kill	1	1	false
handle	loop	1	1	false
unwrap	decrypt	1	1	false
mark	buffer	1	1	false
clear	buffer	1	1	false
rewind	buffer	1	1	false
reset	buffer	1	1	false
end	match	1	1	false
begin	match	1	1	false
force	disconnect	1	1	false
move	wiggle	1	1	false
create	click	1	1	false
upgrade	start	1	1	false
reverse	switch	1	1	true
cascade	cycle	1	1	false
close	propogate	1	1	false
revalidate	propogate	1	1	false
multiply	note	1	1	false
broadcast	notify	1	1	false
yield	allow	1	1	true
pop	differ	1	1	false
interrupt	shut	1	1	false
bit	store	1	1	false
look	change	1	1	false
put	release	1	1	false
refresh	revalidate	1	1	false
repaint	remove	1	1	false
put	unlock	1	1	false
select	highlight	1	1	false
query	construct	1	1	false
new	move	1	1	false
arm	hit	1	1	false
initiate	find	1	1	false
initiate	initate	1	1	false
load	re	1	1	false
move	unlink	1	1	false
put	input	1	1	false
start	copy	1	1	false
clear	full	1	1	false
enum	make	1	1	false
generate	allow	1	1	false
convert	block	1	1	false
echo	create	1	1	false
pause	ask	1	1	false
make	extract	1	1	true
read	detect	1	1	false
noise	treat	1	1	false
grind	extract	1	1	false
build	call	1	1	false
treat	form	1	1	false
alarm	create	1	1	false
import	recalculate	1	1	false
str	wrap	1	1	false
str	empty	1	1	false
import	enable	1	1	false
ignore	support	1	1	false
heart	fake	1	1	false
reset	connect	1	1	false
process	assign	1	1	false
close	verify	1	1	false
stop	cleanup	1	1	false
defend	start	1	1	false
ram	plunge	1	1	false
bounce	handle	1	1	false
stat	create	1	1	false
register	begin	1	1	false
finish	mock	1	1	false
select	acquire	1	1	false
import	list	1	1	false
deallocate	De-allocates	1	1	false
microphone	turn	1	1	false
post	include	1	1	false
optimize	eliminate	1	1	false
pre	tweak	1	1	false
animate	increase	1	1	false
convert	scale	1	1	false
render	tell	1	1	false
rebuild	copy	1	1	false
roll	remove	1	1	false
pre	buffer	1	1	false
increment	slide	1	1	false
new	copy	1	1	false
end	iterate	1	1	false
interest	total	1	1	false
finalize	convert	1	1	false
finalize	store	1	1	false
add	designate	1	1	false
send	assume	1	1	false
serv	start	1	1	false
clear	assume	1	1	false
update	Re-read	1	1	false
reset	vote	1	1	false
start	game	1	1	false
disconnect	accept	1	1	false
disconnect	discard	1	1	false
accept	synchronize	1	1	false
place	plan	1	1	false
change	Change-face	1	1	false
advance	place	1	1	false
start	choose	1	1	false
peek	connect	1	1	false
reverse	list	1	1	false
build	retreive	1	1	false
perform	unzip	1	1	false
manage	make	1	1	false
show	elect	1	1	false
acquire	delay	1	1	false
reset	rotate	1	1	false
leave	create	1	1	false
configure	take	1	1	false
propagate	take	1	1	false
confirm	register	1	1	false
advance	indicate	1	1	false
reset	Dis-associate	1	1	false
conclude	wrap	1	1	false
write	short	1	1	false
initialise	bind	1	1	false
populate	locate	1	1	false
save	net	1	1	false
redraw	calculate	1	1	false
add	demonstrate	1	1	false
create	demonstrate	1	1	false
construct	find	1	1	false
rint	round	1	1	false
regress	estimate	1	1	false
negate	equal	1	1	false
clear	suggest	1	1	false
regress	conduct	1	1	false
log	base	1	1	false
asin	arc	1	1	false
increment	solve	1	1	false
asin	compute	1	1	false
normalize	compute	1	1	false
crush	drop	1	1	false
post	Post-tick	1	1	false
tick	frame	1	1	false
read	remember	1	1	false
fill	decode	1	1	false
fetch	copy	1	1	false
create	destroy	1	1	false
redefine	open	1	1	false
clean	start	1	1	false
generate	specify	1	1	false
render	dump	1	1	false
tick	wait	1	1	false
tick	make	1	1	false
tick	clear	1	1	false
begin	initialise	1	1	false
think	search	1	1	false
fill	recreate	1	1	false
parse	go	1	1	false
save	remind	1	1	false
ignore	install	1	1	false
hash	means	1	1	false
take	store	1	1	false
pad	fill	1	1	true
peek	modify	1	1	false
find	coordinate	1	1	false
track	wish	1	1	false
rethink	flush	1	1	false
reclaim	stop	1	1	false
halt	update	1	1	false
finalize	total	1	1	false
start	reflect	1	1	false
restore	grab	1	1	false
create	stream	1	1	false
iterate	cycle	1	1	false
iterate	carry	1	1	false
ensure	retrieve	1	1	false
create	retun	1	1	false
stop	define	1	1	false
start	define	1	1	false
suite	export	1	1	false
reconfigure	tell	1	1	false
shut	exit	1	1	false
flush	advise	1	1	false
estimate	scan	1	1	false
reconnect	Re-establish	1	1	false
prompt	popup	1	1	false
clear	nuke	1	1	false
idle	cause	1	1	false
log	invoke	1	1	false
clear	delefate	1	1	false
adjust	invoke	1	1	false
flash	reset	1	1	false
query	print	1	1	false
save	associate	1	1	false
normalize	initialize	1	1	false
clear	undo	1	1	false
assert	execute	1	1	false
resolve	type-checking	1	1	false
cancel	issue	1	1	false
make	prevent	1	1	false
prune	tell	1	1	false
organize	index	1	1	false
ensure	evaluate	1	1	false
prepare	place	1	1	false
init	walk	1	1	false
generate	imply	1	1	false
execute	split	1	1	false
execute	sanitize	1	1	false
execute	convert	1	1	false
execute	copy	1	1	false
show	separate	1	1	false
purge	die	1	1	false
request	die	1	1	false
delete	confirm	1	1	false
hard	force	1	1	false
authenticate	die	1	1	false
traverse	construct	1	1	false
execute	jej	1	1	false
determine	resource	1	1	false
invoke	delegate	1	1	false
close	deregister	1	1	false
inject	look	1	1	false
process	procese	1	1	false
create	archive	1	1	false
